text_id,text,Anger,Joy,Sadness,Surprise,Fear,Disgust
kinyarwanda/new_6_00353,"@user Prince boo, humura rimwe uzava mu butindi. 😂",0,0,0,0,0,0
kinyarwanda/new_6_00355,Mwabonye ibitanda hirya no hino ku ngo.,0,0,0,0,0,0
kinyarwanda/new_6_00356,@user Yoooo.... urakoze cyane mama. Nawe Imana izaguhe ibizakubaka rwose.,0,2,0,0,0,0
kinyarwanda/new_6_00358,@user @user Dore ikinyoma Juno na wayz bakomeje kubeshya abanyarwanda impanvu simusiga z'uko ntarukundo bafiyanye byinshi mwabantumwe umuziki sicyintu https://t.co/C9OrUw22nR,0,0,0,0,0,0
kinyarwanda/new_6_00359,"U Rwanda rwaramushyiriyeho impapuro zisaba ko atabwa muri yombi, akekwaho uruhare muri Jenoside binyuze mu bitero byo kurimbura Abatutsi bo kuri Paruwasi ya Mugina mu Karere ka Kamonyi.",0,0,0,0,0,0
kinyarwanda/new_6_00361,Batatu bafunzwe bakurikiranyweho kugerageza gutwika inyubako yo mu Gakiriro ka Gisozi https://t.co/ovEmLkDBlP,0,0,0,0,0,0
kinyarwanda/new_6_00362,🙏Uhoraho ni urumuri rwanjye n’agakiza kanjye🤲 https://t.co/DfCEJV90vw,0,0,0,0,0,0
kinyarwanda/new_6_00363,"Uretse kuba ibwami barashakaga byinshi mu bicuruzwa by’abarabu nk’imyenda, indi mpamvu ni uko u Rwanda rwari rwahawe u Budage ari nabwo bwagenzuraga Tanzania, ku buryo amategeko abadage bashyiragaho, cyane cyane ajyanye n’ubucuruzi, yabaga ahuye mu bice bugenzura.",0,0,2,0,0,0
kinyarwanda/new_6_00364,"Abavugaga ngo CHOGM2022 ntizabera mu Rwanda, ubwo bambwira niba Igikomangoma cy'ubwongereza cyari cyaje Mu Muryango_remezo cg inama y'ingobyi😂😂😂😂",3,0,0,0,0,0
kinyarwanda/new_6_00365,@user Nureba se ....nuko kibondo.Dore umukobwa (umutegarugori) ubereye u Rwanda,0,2,0,0,0,0
kinyarwanda/new_6_00367,@user Komera komera! Nawe ugire umunsi mwiza,0,0,0,0,0,0
kinyarwanda/new_6_00368,@user @user 😂😂😂😂😂 man nukuri numuhura akakugonga ntuzarire 😭 ahwi ngo akoreshe imoso😭,0,0,0,0,0,0
kinyarwanda/new_6_00370,@user Warehouse izahabwa aba seller baguye ubucuruz bwabo cyane cyane nkaba manufacturer ndetse na and bazaza bagurisha at large scale ⚖️,0,0,0,0,0,0
kinyarwanda/new_6_00371,"Kuri njye numva naratanze ibyo nagombaga gutanga, icyabaye ni uko abagize akanama nkemurampaka batigeze banyurwa ngo bahindukire.”",0,0,0,0,0,0
kinyarwanda/new_6_00372,Ibibazo byawe si igihano ahubwo ni ukugukangura ngo umenye ko hari imbaraga ziri muri wowe @user @user #Rwanda #RwotGain https://t.co/ohHcAdJQS6,0,0,0,0,0,0
kinyarwanda/new_6_00373,"Ariko, iyo rikoreshejwe nabi ku bana bato biba ari ikibazo kuko ribagiraho ingaruka zitandukaye.",0,0,0,0,2,0
kinyarwanda/new_6_00374,"Ese amakuru ndikumva ngo Yezu agiye kuza ku musozi wa Nyagatare, yaba ariyo?😂😎",0,0,0,2,0,0
kinyarwanda/new_6_00375,@user @user @user Gusazana amatiku nurwango niko gusaza nabi! Amanjwa yaba opposition batari no mu Rwanda turayarambiwe.,3,0,0,0,0,0
kinyarwanda/new_6_00376,@user @user reka reka Iki kimara ntacyo nemera nukuri,3,0,0,0,0,0
kinyarwanda/new_6_00377,Ati “Turizeza ko nk’igihugu tuzakora ibishoboka byose.,0,0,0,0,0,0
kinyarwanda/new_6_00378,"Rata Ushaka kumbwira umuntu mukuru wubaha ngo """"Ushaka urupfu asoma impyisi""""wabivuga mubuhe buryo kugirango atumva ko umututse🤗😂",0,0,0,0,0,0
kinyarwanda/new_6_00379,Yagiye kwica mu mahanga. https://t.co/OuuK6cEyFZ,0,0,0,0,0,0
kinyarwanda/new_6_00380,"Ibaruwa Kaminuza y’u Rwanda yanyujije ku rubuga rwayo rwa Twitter yashyizweho umukono n’Umuyobozi Mukuru wayo, Dr Didas Kayihura Muganga, ivuga ko aba banyeshuri bimuwe ku mpamvu z’uko ari ryo shuri ribarizwa muri CBE ryari risigaye ryonyine i Nyagatare.",0,0,0,0,0,0
kinyarwanda/new_6_00381,#GushimaFriday ntashimira Cyane @user irangajwe imbere na Moyor wacu @user nagahunda nziza badutegurira bita #SmartInteko mugire amahoro GASABO Yacu ku isonga,0,2,0,0,0,0
kinyarwanda/new_6_00382,Yavuze ko “Ubumenyi budahuye n’ibikenewe ku isoko ry’umurimo ari imbogamizi mu guhanga imirimo itanga umusaruro ufatika kandi bigira ingaruka ku bukungu bw’ibihugu.”,0,0,2,0,0,0
kinyarwanda/new_6_00383,@user Byaruta ntagire nakimwe kuko byose kuri ubu ntacyo bimaze.,2,0,0,0,0,0
kinyarwanda/new_6_00384,"@user @user Nukoo rero yasuwe, wigurire nib aribyoo washakaga😳 Inama , sukoo zigirwa👊👊",3,0,0,0,0,0
kinyarwanda/new_6_00385,@user ijambo rimwe kuyu mu mama mugenz wanyu wihaye gusebya africa uko ashoboy3 😂😂😂😂 umubwir ko mugikoni cyawe ibyo bitabamo 😂😂😂 https://t.co/73W4q4pzG9,2,0,0,0,0,0
kinyarwanda/new_6_00386,"Umuyobozi Mukuru w’Inama Nkuru y’Amashuri Makuru na za Kaminuza [HEC], Dr Rose Mukankomeje, aherutse gutangaza ko kuba amafaranga agenerwa kwishyurira abanyeshuri buruse yaragabanutse, bizagira ingaruka zikomeye ku mubare w’abajya muri kaminuza.",0,0,0,0,2,0
kinyarwanda/new_6_00388,@user Ikibazo mushyiramo nabatabakeneye batareba na tweet zanyu nOne za small fish dufite agashiha,2,0,0,0,0,0
kinyarwanda/new_6_00390,@user mwabantumwe harindi network yihuta kurusha mango mumbwire kabisa byarandenze ahubwo mango narabasabye ngo bazanyihere akazi 🤣 mbakorere kuko ndabakunda kabisa💪🙏💚💚💚 https://t.co/XSb9umKB4S,0,0,0,0,0,0
kinyarwanda/new_6_00391,@user @user @user Mwaramutse Mwadufashije mugahangana Nababateka Mutwe Uyu Yampamagaye aherereye muri @user #Byangabo_Centre mumukurikiranye byaba byiza Kuko Yakomeza Gushuka Beshi Murakoze.@user https://t.co/qSqPA0nHXI,0,0,0,0,0,0
kinyarwanda/new_6_00393,"Mu mpamvu yavuze zatumye ikipe ye itsindwa, Haringingo yashyizemo ikibazo cy’umunaniro watewe n’imikino baheruka gukina.",0,0,2,0,0,0
kinyarwanda/new_6_00394,"Ange, ngutirire speakers umbwirire n'abinyuma? Uku ni ukuri 300% https://t.co/RZqnRNOgQ2",0,0,0,0,0,0
kinyarwanda/new_6_00395,"@user Nizereko umutima mwiza wabanyarwanda, turabaremera! Cg basige inkweto zabo nk'ingwate😂",0,0,0,0,0,0
kinyarwanda/new_6_00396,@user Buriy yashakaga ko mureba itara rijimije,0,0,0,0,0,0
kinyarwanda/new_6_00397,@user @user mwe mbakunda kubi 😂 uyu munsi nibwo murumuna wanyu yavutse 😭✌️,0,2,0,0,0,0
kinyarwanda/new_6_00398,"@user @user Reka nirire irindazi, ubundi nsenge ndyame😌... Umuntu ni mubi (ibindi byo naba mbeshye)",2,0,0,0,0,0
kinyarwanda/new_6_00399,Uwaduhaye amakuru yagize ati “The Ben yari i Rubavu mu minsi ishize muri gahunda yo gukura ubwatsi ku nshuti ye iherutse kumugabira inka n’iyayo.,0,2,0,0,0,0
kinyarwanda/new_6_00400,@user Umva yee😂😂😂washakaga ngo nkore ku matwi se,2,0,0,0,0,0
kinyarwanda/new_6_00403,@user @user @user @user @user @user @user @user @user Uyu ashaje nabi mbandoga Inkotanyi! Yasesewe n'amacakubiri agiye guhenuka atayarokotse.,3,0,0,0,0,0
kinyarwanda/new_6_00404,@user @user Yasobanuraga ko ikibabaza ari ugukora ibyo byose ukabikorera indashima cg umuntu wibagirwa vuba akibagirwa Aho yavuye....akima uwamuhaye 😔,2,0,2,0,0,0
kinyarwanda/new_6_00405,"Sarkozy wayoboye manda imwe kuva mu 2007 kugeza mu 2012, yakunze kuregwa ibyaha byinshi uhereye igihe yaviriye ku butegetsi.",0,0,0,0,0,0
kinyarwanda/new_6_00406,"Abazigize bakora imirimo y’ubuhinzi budatanga umusaruro ufatika, bafite ubumenyi buciriritse kandi bahora bimuka bashakisha ubuzima.",0,0,0,0,0,0
kinyarwanda/new_6_00407,Igihe cyose ugiye kugura ibyuma bikonjesha banza ubaze ko bizigama umuriro. Wihendwa! #KonjeshaUzigama #SaveAsUCool @user @user @user https://t.co/YHfgItBREV,0,0,0,0,0,0
kinyarwanda/new_6_00408,"@user Ikibazo, ubusugi bwawe wabutakaje mbere yuko umenya icyogereza, ubugubu icyo uzi ni harder babe don't stop am abt to...😂",0,0,0,0,0,0
kinyarwanda/new_6_00409,"Uwo munyeshuri yafashwe amaze kunywa imiti ikuramo inda, ahita yoherezwa mu bitaro kugira ngo yitabweho.",0,0,3,0,0,0
kinyarwanda/new_6_00410,"Nyuma y’uru rupfu, hatangijwe iperereza ngo hamenyekane neza uburyo yapfuyemo, rigaragaza ko atarohamye muri icyo kidomoro ahubwo ko yatawemo ku bw’inabi.",0,0,3,0,0,0
kinyarwanda/new_6_00411,@user Komperuka ariho wavukiye se ababyeyi bawe banze kwishyura imisoro ngo babazanire ibikorwa remezo 🤔🤥,2,0,0,0,0,0
kinyarwanda/new_6_00412,Ati “Nonese ko abimuwe mu kwezi kwa Gatanu n’ukwa Gatandatu bo bagiye bishyurirwa ubukode ni gute umuntu yifata agasaba abantu kwimuka kandi atazi ubushobozi bwabo?,2,0,2,0,0,0
kinyarwanda/new_6_00413,@user Nukuri ufite impano abandi batigeze none rero uzagire in INAMA ba mukagatare,0,0,0,0,0,0
kinyarwanda/new_6_00415,Uyu muvugizi kandi yabwiye Sputnik ko imodoka ya Ukraine iriho intwaro zishinzwe guhagarika ibisasu mu kirere hamwe n’izindi ntwaro na byo byarasiwe mu gace ka Velykyi Burluk birangirika bikomeye.,0,0,2,0,0,0
kinyarwanda/new_6_00416,@user @user Nyamara shitani ikurimo ni igisore😂,2,0,0,0,0,0
kinyarwanda/new_6_00417,"Gutangira umwaka uri kuri maji 🙋 Uyu mwaka dutangiye muzawurye ntuzabarye Niko mbifurije 🤗 @user @user Kibungo, Rwanda https://t.co/H0G2plWqJT",0,3,0,0,0,0
kinyarwanda/new_6_00418,Urukiko rugaragaza ko umurongo uhuriweho n’izindi manza ari uko amasezerano ari ingaruka zo kwemera kw’impande zombi.,0,0,0,0,0,0
kinyarwanda/new_6_00419,#GushimaFriday dushimire abajyanama b'ubuzima bitanga amanywa ni ijoro barengera ubuzima bwa Abanyarwanda. Ni mwubahwe @user @user https://t.co/Tc1gvfNC1r,0,3,0,0,0,0
kinyarwanda/new_6_00420,@user @user ese kirindwi muri 40k ya bourse n'ubundi ko utaguramo ikibanza...? 🙄,0,0,0,0,0,0
kinyarwanda/new_6_00421,Reka mpfundikire uyu munsi ngira nti: « Mwebwe mwese mufite umutima wo gushima ibikwiye gushimwa muri IMFURA » #GushimaFriday https://t.co/Grraio5Kzo,0,2,0,0,0,0
kinyarwanda/new_6_00423,"“Abagabo b’imitwe” nka #Rusesabagina, ibyabo nzabimenya ejo. https://t.co/OyP1TGqzk9 https://t.co/kQFtPvn3sk",2,0,0,0,0,0
kinyarwanda/new_6_00425,@user @user @user Ahhhh! Ariko se bariya bakinnyi babiri ntibakoze obstructions kuri Olivier!!! Yemere akubitwee,2,0,0,0,0,0
kinyarwanda/new_6_00426,Abafite ubumuga bw'uruhu nabo ni abantu nkabandi wibaha akato begere ubaganirize wirinde kubita amazina abatesha agaciro https://t.co/Gqh5H1f2YT,0,0,0,0,0,0
kinyarwanda/new_6_00427,Bwiza yahuye bwa mbere na Butera Knowles mu birori byari byateguwe na Infinix mu minsi ishize.,0,0,0,0,0,0
kinyarwanda/new_6_00428,Ikibabaza n’uko ugura n’inyama zitaraye muri frigo bakaguhenda.”,0,0,3,0,0,0
kinyarwanda/new_6_00429,"Ubwo yasuraga Urwibutso rwa Jenoside yakorewe Abatutsi, Victoria Kwakwa, yavuze ko ""Ibyabaye mu Rwanda mu myaka 29 ishize, ntabwo ari ubumuntu kandi ntibikwiye kuzongera kubaho ukundi.",0,0,2,0,0,0
kinyarwanda/new_6_00430,@user Hahahahh reka nicecekere sinjya ntukana gsa ubanza baba batarimo 2 hhhhh,0,0,0,0,0,0
kinyarwanda/new_6_00431,@user Bitwayiki se nibamwararyamanye ko arimukuru nawe ukaba ukuze kubwumvikane bwanyu kuryamana Sibisanzwe.ko Atari mubi kuki biba ikibazo?,0,0,0,0,0,0
kinyarwanda/new_6_00432,@user Atabura guteka ngo arareba TV??,0,0,0,0,0,0
kinyarwanda/new_6_00434,@user None ibyo bigabo biryamana nu Dukobwa duto byo urabitecyerezaho ki?🤔🤔😏 tuba twishyuranana😣😪🙃🙃🙃💁💁🙅🙌,3,0,0,0,0,0
kinyarwanda/new_6_00435,@user Ikibazo nuko banze kuyishyira kuri YouTube,0,0,0,0,0,0
kinyarwanda/new_6_00436,Julienne Uwacu wayoboraga @user iheruka guseswa yahawe umwanya muri Minisiteri y’Ubumwe bw’Abanyarwanda n’Inshingano Mboneragihugu nk’Umuyobozi Nshingwabikorwa w’Ishami rishinzwe Ukwiyubaka kw’Umuryango. #Rwanda @user https://t.co/DAzQHoD4bO,0,0,0,0,0,0
kinyarwanda/new_6_00437,@user n'inzu y'ibitabo nkatwe urubyiruko 🤗 Imana imuhe kuramba🤗 arambana ibyo adufitiye🙌 https://t.co/26glVQJeuh,0,0,0,0,0,0
kinyarwanda/new_6_00438,@user Yeah. Gusa sinumva ukuntu yifata ati: kanaka nta bwenge agira.,2,0,0,0,0,0
kinyarwanda/new_6_00439,Waje buhoro buhoro buhoroooh.... Wicara mumutima wanjye ...... None utangiye kuguguna umutima wanjye💔 Ibyo nibyo unyituye Koko😭,0,0,3,0,0,0
kinyarwanda/new_6_00440,Ubu bushakashatsi bwagaragaje ko sosiyete ikunze kwirengagiza uruhuri rw’ibibazo abagabo bahura na byo nyuma ya gatanya.,0,0,2,0,0,0
kinyarwanda/new_6_00441,Undi muturage yagize ati “Nyir’inzu yayivuyemo ajya gucumbika aremera n’abana arabajyana maze atangira kuyicumbikiramo abantu.,0,0,0,0,0,0
kinyarwanda/new_6_00442,Reka mfate aka kanya nshimire abantu bakora akazi ko gutwara abantu kuri moto!! Bahitamo kuba inyangamugayo @user @user,0,2,0,0,0,0
kinyarwanda/new_6_00443,Biragoye kwemera ko ari umwana waremerewe n’ubuzima mu myaka itatu ishize.,0,0,2,0,0,0
kinyarwanda/new_6_00444,"Iyi Komisiyo yagaragaje ko isesengura ryayo ryagaragaje ko umusaruro w’ubuhinzi n’ubworozi utaragera ku rugero rwifuzwa kubera imbogamizi ziterwa n’imihindagurikire y’ikirere, ubwishingizi bw’ibihingwa bukiri hasi, igiciro cy’ifumbire mvaruganda cyiyongereye bigatuma ikoreshwa ryayo rigabanuka n’inguzanyo zo mu rwego rw’ubuhinzi zikiri hasi.",0,0,2,0,0,0
kinyarwanda/new_6_00445,Uyu munsi hari kuba inteko rusange y’abanyamigabane ba COPEDU Plc harebwa ibyagezweho mu mwaka wa 2020. #RwOT #Copeduplc https://t.co/nAcMbr7pa8,0,0,0,0,0,0
kinyarwanda/new_6_00446,Pasteur. Ntimukanywe inzoga dore nabanzi banyu Yesu ati nimukunde abanzi banyu. Nonese ngewe ndinde wokutumvira yesu..nibaribyo nyihera like 🕵🕵,0,0,0,0,0,0
kinyarwanda/new_6_00447,Ku mbuga nkoranyambaga amafoto n’amashusho agaragaza uyu muhanzi ari kumwe n’izi nkumi yakomeje kugarukwaho hibazwa uwo bashuditse.,0,0,0,0,0,0
kinyarwanda/new_6_00449,Mbere amakuru yavugaga ko hapfuye abantu bane ariko haje kuboneka umubiri w’uwa gatanu mu gitondo cyo kuri uyu wa Kabiri.,0,0,3,0,0,0
kinyarwanda/new_6_00450,"#Kwibuka27: Patycope,@user , @user na @user biyamye abapfobya Jenoside yakorewe Abatutsi - https://t.co/wLG20Co65L https://t.co/lnaBJReerc ✍️ @user",2,0,2,0,0,0
kinyarwanda/new_6_00451,"Dore ibanga ryagufasha kuzigama 58% bya fagitire z’amazi wishyuraga buri kwezi! Utuyunguruzo https://t.co/O7kiKd8ADj tuyungurura burundu amazi y’imvura ukaba wayatekesha, wayanywa, n’ibindi. Gura ubu uhabwe inkunga igera kuri 50%. Kubindi bisobanuro; +250780303482 | @user https://t.co/4L8qVkYFWB",0,0,0,0,0,0
kinyarwanda/new_6_00452,2Pac witabye Imana afite imyaka 25 mu muhango wo kumurika iyi nyenyeri yari ahagarariwe na mushiki we Sekyiwa “Set” Shakur.,0,0,2,0,0,0
kinyarwanda/new_6_00453,Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho. #foolsday,0,0,0,0,3,0
kinyarwanda/new_6_00454,Many: ntusubire kumuhanda kuko bayifunze Me: kand nta bariyeri ihari 😥😥😥😥😥😥,0,0,0,0,0,0
kinyarwanda/new_6_00455,"Happy woman day to my Mom, my future Wife 😍😍 nubwo ntarakumenya kandi na mama wawe dii",0,2,0,0,0,0
kinyarwanda/new_6_00456,"@user Urakoze cyane. Uzamenya umusonga wanjye tukawusangira, kandi ntisinzire kubera umusonga wanjye uko yaba asa kose uwo nzamunambaho .",0,0,0,0,0,0
kinyarwanda/new_6_00457,Sha jolly Kano kantu bro abatayemo niko kabi pe @user @user ihangane rero 🤣🤣 Iyumvire ngirente by @user https://t.co/L9L9MW1Z8I,0,0,0,0,0,0
kinyarwanda/new_6_00458,@user Rusesabagina yashakaga kuba perezida w’ u Rwanda Kandi ngo ntago ari umunyarwanda Ndumiwe koko !,2,0,0,2,0,0
kinyarwanda/new_6_00459,"@user Kuri uru rugamba rwo kwirinda, gukangurira abandi kwirinda no kubafasha kwirinda @user arurimo neza kuva iki gihanya kikigera ino. #Niyubahwe #NtaKudohoka",2,2,0,0,0,0
kinyarwanda/new_6_00460,"Stephanie Faubion wo mu ishyirahamwe North American Menopause Society, yavuze ko ari amakuru meza kuba bigaragaye ko abagore bose atari ko bazinukwa imibonano mpuzabitsina iyo bageze mu myaka yo hejuru, nk’uko inzobere nyinshi mu buvuzi zagiye zibigaragaza mbere.",0,0,0,0,0,0
kinyarwanda/new_6_00461,@user 🤣🤣🤣 iki x mugire mushake mutuvire aha 🤪🤪,2,0,0,0,0,0
kinyarwanda/new_6_00462,"@user @user Ese ninde wakubwiye ko Hari formula abanyamakuru bagomba gukurikiza??? """"ngo abandi ko batabikora? """" TF",2,0,0,0,0,0
kinyarwanda/new_6_00463,"Umukuru w’Igihugu yavuze ko nubwo bimeze bityo, usanga hakiri icyuho mu bijyanye n’ubutabera buhabwa abagore ndetse no kuba benshi bakiri mu mirimo itanditse cyangwa itinjiza amafaranga ugereranyije n’abagabo.",0,0,2,0,0,0
kinyarwanda/new_6_00464,Ikizakubwirako ko wakennye nuko ishyari rizaruta ubwenge ufite🙅‍♀️🙅‍♀️🙅‍♀️,0,0,0,0,0,0
kinyarwanda/new_6_00465,Ari ukuhira igiti m mvura n kwinyarira m mvura ubusazi cyane n ubuhe?🤔 Ur opinions plz.....,0,0,0,2,0,0
kinyarwanda/new_6_00466,Yagize ati “Yumvise ko umugabo yazanye undi mugore ni bwo yagiye guteza amahane ubuyobozi bw’Umudugudu bujyayo burabafasha.”,0,0,2,0,0,0
kinyarwanda/new_6_00467,"Uyu mubyeyi @user ni imfura, inkotanyi cyane akaba umuyobozi mwiza. Imana ikomeze imuyobore muri izo ndangagaciro. #Iappreciate https://t.co/uRYdAsYdnz",0,2,0,0,0,0
kinyarwanda/new_6_00468,@user Wagira ngo asanzwe apresenta amakuru buri munsi. You are making us proud sis @user We are #SHAPED ✊🏾,0,2,0,0,0,0
kinyarwanda/new_6_00469,"Amakuru ava ku bantu ba hafi b’uyu mugabo avuga ko hashize iminsi hari umwuka utari mwiza hagati ya Perezida Félix Antoine Tshisekedi na Minisitiri w’Intebe Wungirije Ushinzwe Ingabo, Jean Pierre Bemba.",0,0,0,0,2,0
kinyarwanda/new_6_00470,@user @user None se ko mufitoye ijoro niryo tuzagura murabura kitwereka ibikorwa bigaragara mukazana amafoto y'umwijima gusa,3,0,0,0,0,0
kinyarwanda/new_6_00471,"@user @user @user Oya nawe gabanya kumwubahuka dore ni ukuganira, mutavaho mufatana mu mashati bikarangira mubaye nka wa mudasso wasafarinze.",0,0,0,0,2,0
kinyarwanda/new_6_00473,Gitifu Gatanazi yakomeje avuga ko uyu mugore n’umugabo bari basanganwe abana umunani bigakekwa ko impamvu bihekuye ari abo bana benshi b’indahekana bafite.,0,0,3,0,0,0
kinyarwanda/new_6_00474,@user @user Ningegera yashyize abaturage baye muntambara bakaba bari gupfa umunsi kumunsi,3,0,0,0,0,0
kinyarwanda/new_6_00476,"Nubwo amagambo yanjye yaba menshi, shimwa Mana kuko nd'amahoro! Mutima wanjye himbaza iyo Mana, unezerwe... https://t.co/s6svBgPmJB",0,2,0,0,0,0
kinyarwanda/new_6_00477,Dr Yvonne Umulisa yari amaze igihe gito akora muri Sena @user ! Tumwifurije imirimo myiza! Congratulations! https://t.co/kB80uc22cC,0,2,0,0,0,0
kinyarwanda/new_6_00478,"Ati ""Yego byabayeho ( ubwicanyi), yakubise Nyina umuhini ahita apfa, gusa urwego rw’ubugenzacyaha RIB bwahise bumutwara ngo hakorwe iperereza"".",0,0,3,0,0,0
kinyarwanda/new_6_00479,@user @user Noo it is just part of joking ark ibi sibyo bikwiriye ark!! kwigamba ku national team? Doesn't makes sense,3,0,0,0,0,0
kinyarwanda/new_6_00480,@user yaba akiri mu mirimo ye ra kwatigaragaza ngo asobanurire abanyarwanda ikibazo gihari? #RwOT,2,0,0,0,0,0
kinyarwanda/new_6_00481,"Muri aya mashusho yumvikanisha ko atigeze yicuza ibyo yakoze, ndetse ko yafungiwe muri imwe muri gereza mbi cyane ku Isi, “ikuzimu”.",0,0,2,0,0,0
kinyarwanda/new_6_00482,Yateye urwenya avuga uburyo yahuye n’umunyamasengesho wamubeshye ko iyo asenga agafashwa avuga mu ndimi.,0,0,0,0,0,0
kinyarwanda/new_6_00483,"Mbifurije Isabato, Uwiteka abuzuze umunezero muri uyu munsi wera! #Happy sabbath! https://t.co/4XxVju5aOl",0,2,0,0,0,0
kinyarwanda/new_6_00484,@user Ibyo uvuze nukuri kuzuye 🙏🙏 #RIPMagufuli Nyagasani akwiyereke iteka 😭😭💔💔💔 https://t.co/31waCyItig,0,0,2,0,0,0
kinyarwanda/new_6_00486,Uko Imana igenda itinda mbona izacyura ubusa 😂😂😂☺️🤭 @user @user @user @user,0,0,0,0,0,0
kinyarwanda/new_6_00487,"Umuvugizi wungirije wa Guverinoma y’u Rwanda, Alain Mukuralinda, aherutse kubwira IGIHE ko kuba Umuvugizi wa RDC, Patrick Muyaya, aherutse kuvuga ko igihugu cye cyiteguye gucyura impunzi zabo ziri mu Rwanda, byakiriwe neza ariko hari impungenge.",0,0,0,0,3,0
kinyarwanda/new_6_00488,"Kuva uyumunsi, downloadinga App ya Ecobank Mobile uwirinde n'ikyorezo cya Corona virus. https://t.co/6YzNrKcu5X",0,0,0,0,0,0
kinyarwanda/new_6_00489,Turashimira @user k'ubufatanye na @user na EU mugushyigikira no kurinda umwana w'umukobwa ihohoterwa rishingiye ku gitsina. #Wiceceka #UmugoreKuIsonga https://t.co/sZI21yFX1P,0,2,0,0,0,0
kinyarwanda/new_6_00490,@user Kubona abasore bashoboye gukoresha Amaboko n'umutwe bari #Kwimaringa ngo barashaka ikamba nanjye byanteye impungenge.,2,0,0,0,2,0
kinyarwanda/new_6_00491,Mbere y’ibi Kizz Daniel witwaga Kiss Daniel mu 2018 yahaye abafana be amafoto ari kumwe na Chidinma bafite ‘tattoos’ zisa ku mibiri yabo.,0,0,0,0,0,0
kinyarwanda/new_6_00492,@user ahubwo nkubita aka VN iyi miziki ya Oliver Mtukudzi nyizimye 🤗,0,0,0,0,0,0
kinyarwanda/new_6_00494,@user @user Byo byo amaraso ntiwayaheza! N'ay'itungo arasama nkanswe ay'inzirakarengane itacumuye!!!,0,0,0,0,0,0
kinyarwanda/new_6_00495,Mbonabucya yaburanye yemera icyaha urukiko rwamuhanishije igihano cy’igifungo cya burundu.,0,0,2,0,0,0
kinyarwanda/new_6_00496,@user Turikumwe cyaneeeee mu ikinamico siyanshika,0,0,0,0,0,0
kinyarwanda/new_6_00497,@user Muri Bibiliya tukaba dufitemo igitabo cyanditswe n'umuzimu se? Toka shitani!,2,0,0,0,0,0
kinyarwanda/new_6_00498,"Biravugwa ko bari batatu, babiri muri bo bariruka ariko undi arwanya nyir’urugo noneho ahuruza abaturage batabaye, nibwo muri iyo mirwano uwo waje kwiba yahasize ubuzima.”",0,0,3,0,0,0
kinyarwanda/new_8_00001,"Ati “Imyumbati hano irahera turamutse tudafite ihagije, twamuka Rusumo, Bukoba, Mwanza hose irahera.",0,0,0,0,0,0
kinyarwanda/new_8_00002,"Yari umwarimu w’umunyamahane, yigeze no kurwana n’uwari wungirije Umuyobozi wa Kaminuza.",0,0,2,0,0,0
kinyarwanda/new_8_00003,"Umunyamabanga wa Leta muri Minisiteri y’Ubutegetsi bw’Igihugu ushinzwe imibereho myiza y’abaturage, Assumpta Ingabire, yatangaje ko hakiri icyuho ku buryo imiryango mishya ivuka, kuko abayishinga batabanza gutegurwa neza.",0,0,0,0,2,0
kinyarwanda/new_8_00004,Binanze mwegere umuhe undi munsi kuko birashoboka ko igihe wamuhaye byanze. Ariko ubizirikane pe💜 https://t.co/BibmmDBV6z,0,0,0,0,0,0
kinyarwanda/new_8_00005,"Nubwo bimeze gutyo, amakusanyabitekerezo yose ari gukorwa agaragaza ko Trump ari we uhabwa amahirwe mu bakandida bo muri iryo shyaka.",0,0,0,0,0,0
kinyarwanda/new_8_00006,@user We azi ubwenge bwinshi cyane! Aho yicaye aba yumiwe akisekera! Gusa tuba tunamuvuna by the way.,0,0,0,0,0,0
kinyarwanda/new_8_00007,"Rurenge ni we wagiriye inama murumuna we wamugwaga mu ntege yo kujya gukaba ubutaka bwo mu Majyepfo y’igihugu cye, kuko yabonaga azagurira ubutaka bwe mu Burengerazuba no hagati, akanga ko hazagira undi uva mu mahanga ya kure, akabatangatanga akabata hagati.",0,0,0,0,0,0
kinyarwanda/new_8_00008,@user Ni ikibazo nyine. Atwara hanini kubera iki?? Arusha iki bashiki be?,3,0,0,0,0,0
kinyarwanda/new_8_00009,Genda Corona uri akagabo! Kugera naho ibyo umusazi yisazamo byose ariko asara yambaye agapfukamunwa ? Mbpa!,0,0,0,3,0,0
kinyarwanda/new_8_00010,Yavuze ko yatashye atangira kubana n’abana b’imfumbyi bagiye basigwa n’imiryango yabo aza no kubona abana be babiri bongera kubana nubwo ubuzima butari bworoshye.,0,2,2,0,0,0
kinyarwanda/new_8_00011,@user Cyane p uwaduha natwe tukabyigobotora byokanyagwa ikibazo nuko tubirimo amadeni menshi Ariko tuyabyishyuye twabirindagiza byokarindagira kumusozi,3,0,0,0,0,0
kinyarwanda/new_8_00012,"@user Gutera ivi ntabwo mbishyigikiye, ntan'ubwo nakemera ko barinterera! Ese ko wabigize intambara?? 🤣🤣🤣 Ntabwo napfukama, mbisubiremo, ntabwo napfukama tu!",3,0,0,0,0,0
kinyarwanda/new_8_00013,"@user @user Ikibazo si aho byabereye , ibyabere i Bigogwe byabera n'ahandi . Ikibazo ni ubuzima bwatwawe , kandi ikiguzi giciriritse . Memory card ? 😬",1,0,3,0,0,0
